ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
110001,RO,201701,1396,2715,315,41,17,464
110001,RO,201702,1423,2722,326,46,17,475
110001,RO,201703,1402,2710,330,40,16,460
110001,RO,201704,1381,2677,337,43,19,441
110001,RO,201705,1362,2647,337,54,18,426
110001,RO,201706,1356,2636,347,55,19,424
110001,RO,201707,1312,2554,342,52,20,396
110001,RO,201708,1309,2542,357,53,16,392
110001,RO,201709,1270,2495,352,56,12,367
110001,RO,201710,1289,2516,358,51,7,356
110001,RO,201711,1277,2513,356,49,7,333
110001,RO,201712,1269,2532,369,49,10,319
110002,RO,201701,2728,7401,851,93,57,512
110002,RO,201702,2808,7414,890,95,34,528
110002,RO,201703,2714,7409,904,89,31,522
110002,RO,201704,2723,7287,915,103,42,515
110002,RO,201705,2560,6953,894,98,47,456
110002,RO,201706,2591,7090,930,115,59,501
110002,RO,201707,2464,6759,887,117,62,499
110002,RO,201708,2505,6887,929,123,50,541
110002,RO,201709,2460,6746,919,135,46,572
110002,RO,201710,2540,6818,954,124,44,616
110002,RO,201711,2573,6816,955,131,56,670
110002,RO,201712,2577,6843,981,122,55,747
110003,RO,201701,126,435,42,7,9,34
110003,RO,201702,129,437,41,7,10,31
110003,RO,201703,118,432,41,5,9,31
110003,RO,201704,125,431,40,5,9,32
110003,RO,201705,119,413,40,7,9,30
110003,RO,201706,98,380,39,7,10,31
110003,RO,201707,99,359,37,5,10,30
110003,RO,201708,97,350,41,4,5,27
110003,RO,201709,105,355,38,5,4,27
110003,RO,201710,103,346,39,5,3,28
110003,RO,201711,113,351,40,4,5,30
110003,RO,201712,116,356,43,6,5,36
110004,RO,201701,1337,4994,586,57,87,198
110004,RO,201702,1380,4997,603,48,84,196
110004,RO,201703,1307,4893,621,38,86,196
110004,RO,201704,1309,4844,640,32,96,200
110004,RO,201705,1284,4664,630,33,97,202
110004,RO,201706,1268,4625,641,37,103,205
110004,RO,201707,1201,4250,579,45,111,204
110004,RO,201708,1245,4398,598,65,112,214
110004,RO,201709,1252,4299,609,70,91,226
110004,RO,201710,1282,4327,626,79,67,234
110004,RO,201711,1284,4268,593,86,64,251
110004,RO,201712,1309,4324,626,90,62,275
110005,RO,201701,537,1249,131,15,31,92
110005,RO,201702,543,1255,137,17,36,88
110005,RO,201703,531,1233,141,19,31,88
110005,RO,201704,520,1218,143,21,35,84
110005,RO,201705,520,1182,146,22,36,79
110005,RO,201706,513,1182,147,21,37,76
110005,RO,201707,498,1109,137,21,36,70
110005,RO,201708,511,1133,137,22,22,69
110005,RO,201709,512,1136,140,24,16,60
110005,RO,201710,534,1161,140,26,14,60
110005,RO,201711,516,1148,141,27,23,59
110005,RO,201712,508,1133,142,28,27,59
110006,RO,201701,165,786,86,11,12,3
110006,RO,201702,173,785,95,9,14,3
110006,RO,201703,164,795,95,10,11,4
110006,RO,201704,163,794,96,9,16,4
110006,RO,201705,163,771,97,9,23,4
110006,RO,201706,153,756,100,8,23,4
110006,RO,201707,144,735,91,11,22,4
110006,RO,201708,149,748,92,12,14,7
110006,RO,201709,152,747,93,12,14,7
110006,RO,201710,157,758,97,11,12,8
110006,RO,201711,162,765,98,14,17,9
110006,RO,201712,159,745,99,16,18,9
110007,RO,201701,485,960,116,10,33,83
110007,RO,201702,490,950,124,11,32,77
110007,RO,201703,470,941,125,8,25,70
110007,RO,201704,467,940,128,6,29,73
110007,RO,201705,461,923,129,7,29,62
110007,RO,201706,447,911,128,8,34,60
110007,RO,201707,425,864,128,7,40,55
110007,RO,201708,425,866,136,7,22,59
110007,RO,201709,386,817,131,8,21,59
110007,RO,201710,387,816,134,11,18,56
110007,RO,201711,377,804,131,12,24,52
110007,RO,201712,358,788,132,10,27,48
110008,RO,201701,1553,2832,354,29,48,762
110008,RO,201702,1565,2811,370,27,48,758
110008,RO,201703,1542,2792,384,18,41,761
110008,RO,201704,1523,2778,396,21,46,754
110008,RO,201705,1534,2810,413,32,54,745
110008,RO,201706,1541,2802,420,42,57,749
110008,RO,201707,1493,2736,417,43,58,729
110008,RO,201708,1595,2864,422,56,61,748
110008,RO,201709,1572,2809,436,56,49,737
110008,RO,201710,1583,2818,446,57,37,739
110008,RO,201711,1592,2806,460,55,38,735
110008,RO,201712,1597,2817,471,47,37,728
110009,RO,201701,959,2702,296,50,67,172
110009,RO,201702,979,2692,311,43,68,166
110009,RO,201703,946,2699,326,41,52,167
110009,RO,201704,956,2690,342,46,59,171
110009,RO,201705,964,2693,344,47,68,170
110009,RO,201706,961,2673,354,42,86,165
110009,RO,201707,912,2534,341,46,90,162
110009,RO,201708,940,2581,356,61,76,171
110009,RO,201709,926,2559,360,66,66,172
110009,RO,201710,934,2582,366,63,59,171
110009,RO,201711,938,2557,369,63,58,174
110009,RO,201712,944,2555,382,59,61,179
110010,RO,201701,2560,6660,822,53,76,587
110010,RO,201702,2598,6644,848,53,101,572
110010,RO,201703,2540,6651,846,53,93,537
110010,RO,201704,2479,6599,860,60,104,498
110010,RO,201705,2407,6416,898,45,118,440
110010,RO,201706,2361,6326,940,46,144,435
110010,RO,201707,2334,6303,934,42,179,393
110010,RO,201708,2446,6456,971,55,207,402
110010,RO,201709,2362,6320,1011,54,173,378
110010,RO,201710,2347,6261,1035,58,154,373
110010,RO,201711,2325,6232,1034,70,142,343
110010,RO,201712,2337,6277,1077,70,144,340
110011,RO,201701,1741,4828,557,51,38,249
110011,RO,201702,1790,4788,575,46,51,240
110011,RO,201703,1695,4745,586,38,50,231
110011,RO,201704,1652,4668,594,44,51,217
110011,RO,201705,1609,4504,585,41,61,194
110011,RO,201706,1588,4519,607,53,102,179
110011,RO,201707,1494,4193,574,54,102,144
110011,RO,201708,1486,4241,595,62,105,137
110011,RO,201709,1381,4000,593,64,93,110
110011,RO,201710,1387,3992,610,59,83,98
110011,RO,201711,1337,3917,589,70,98,73
110011,RO,201712,1329,3939,607,61,107,73
110012,RO,201701,2557,7066,712,46,90,758
110012,RO,201702,2572,7035,727,41,94,747
110012,RO,201703,2502,6975,732,28,71,728
110012,RO,201704,2459,6812,750,30,121,702
110012,RO,201705,2379,6620,734,27,129,634
110012,RO,201706,2367,6570,757,24,129,614
110012,RO,201707,2171,6050,664,36,136,534
110012,RO,201708,2122,5910,664,49,100,510
110012,RO,201709,1934,5415,621,54,87,468
110012,RO,201710,1997,5477,618,50,77,442
110012,RO,201711,1884,5225,630,47,111,408
110012,RO,201712,1843,5219,636,54,121,395
110013,RO,201701,1435,4275,428,72,78,127
110013,RO,201702,1447,4290,441,61,78,125
110013,RO,201703,1410,4263,465,49,40,123
110013,RO,201704,1400,4231,473,51,65,117
110013,RO,201705,1406,4216,488,50,63,116
110013,RO,201706,1403,4227,501,48,71,120
110013,RO,201707,1383,4137,494,42,73,119
110013,RO,201708,1325,4040,503,45,59,111
110013,RO,201709,1253,3851,491,48,58,104
110013,RO,201710,1247,3832,507,42,48,100
110013,RO,201711,1250,3808,509,28,47,90
110013,RO,201712,1217,3886,527,30,50,92
110014,RO,201701,1493,2383,320,50,32,371
110014,RO,201702,1546,2351,322,42,34,365
110014,RO,201703,1466,2347,326,37,20,355
110014,RO,201704,1475,2348,327,45,21,340
110014,RO,201705,1422,2248,326,36,19,301
110014,RO,201706,1429,2240,335,37,22,279
110014,RO,201707,1311,2119,313,33,27,258
110014,RO,201708,1315,2145,329,31,30,260
110014,RO,201709,1228,2076,328,36,25,243
110014,RO,201710,1232,2061,331,32,25,242
110014,RO,201711,1216,2042,339,37,32,225
110014,RO,201712,1179,2030,339,36,37,224
110015,RO,201701,698,2206,251,24,18,119
110015,RO,201702,683,2153,253,25,26,92
110015,RO,201703,650,2112,245,25,24,86
110015,RO,201704,640,2081,251,29,24,80
110015,RO,201705,632,2057,254,30,29,77
110015,RO,201706,592,2015,252,32,34,71
110015,RO,201707,547,1915,236,32,31,45
110015,RO,201708,557,1969,247,34,29,42
110015,RO,201709,531,1900,240,33,24,42
110015,RO,201710,536,1891,254,29,21,44
110015,RO,201711,543,1899,267,31,17,42
110015,RO,201712,529,1881,279,36,23,44
110018,RO,201701,866,2214,245,20,19,226
110018,RO,201702,886,2170,248,15,24,219
110018,RO,201703,852,2176,258,13,24,209
110018,RO,201704,833,2105,261,15,24,204
110018,RO,201705,795,2033,256,18,29,177
110018,RO,201706,767,2010,259,16,29,171
110018,RO,201707,701,1810,228,20,30,151
110018,RO,201708,701,1825,243,23,22,151
110018,RO,201709,670,1762,234,24,17,140
110018,RO,201710,674,1761,236,27,16,139
110018,RO,201711,665,1743,242,26,16,127
110018,RO,201712,656,1727,252,25,16,134
110020,RO,201701,18382,40809,4910,578,449,4185
110020,RO,201702,18554,40663,5074,531,510,4199
110020,RO,201703,18152,40565,5153,424,427,4178
110020,RO,201704,17715,39498,5202,452,555,3991
110020,RO,201705,17314,38731,5313,439,641,3726
110020,RO,201706,17146,38440,5458,358,731,3677
110020,RO,201707,16083,36178,5215,337,770,3417
110020,RO,201708,18029,39827,5420,517,643,3906
110020,RO,201709,17758,39515,5574,602,589,3771
110020,RO,201710,18045,39681,5744,618,527,3798
110020,RO,201711,18198,39766,5756,723,587,3739
110020,RO,201712,18305,40081,5947,735,617,3756
110025,RO,201701,1819,2700,288,58,72,981
110025,RO,201702,1853,2725,302,65,82,993
110025,RO,201703,1834,2715,308,53,61,983
110025,RO,201704,1810,2694,318,52,85,973
110025,RO,201705,1810,2684,331,54,91,971
110025,RO,201706,1791,2675,343,55,95,962
110025,RO,201707,1665,2508,334,49,95,886
110025,RO,201708,1847,2672,340,69,76,955
110025,RO,201709,1783,2600,352,73,72,906
110025,RO,201710,1778,2615,356,74,61,894
110025,RO,201711,1815,2640,364,79,70,879
110025,RO,201712,1816,2631,382,86,76,885
110026,RO,201701,243,444,62,0,7,69
110026,RO,201702,242,431,65,1,8,67
110026,RO,201703,229,422,65,1,8,57
110026,RO,201704,224,419,66,2,12,52
110026,RO,201705,212,390,67,3,12,46
110026,RO,201706,211,394,65,6,12,42
110026,RO,201707,196,365,58,7,10,38
110026,RO,201708,191,358,60,7,7,38
110026,RO,201709,186,355,59,8,8,31
110026,RO,201710,179,337,58,7,7,31
110026,RO,201711,168,324,54,7,10,28
110026,RO,201712,169,323,57,4,10,29
110028,RO,201701,655,3022,378,27,11,61
110028,RO,201702,655,2998,400,23,12,61
110028,RO,201703,635,2998,407,20,13,59
110028,RO,201704,668,2985,407,32,15,63
110028,RO,201705,666,2941,411,37,17,57
110028,RO,201706,647,2935,414,38,19,54
110028,RO,201707,630,2806,395,43,26,61
110028,RO,201708,633,2833,399,54,28,62
110028,RO,201709,628,2781,403,60,26,64
110028,RO,201710,642,2775,412,52,21,69
110028,RO,201711,643,2729,391,45,23,68
110028,RO,201712,627,2689,401,46,25,71
110029,RO,201701,370,688,64,16,20,104
110029,RO,201702,370,684,67,17,20,103
110029,RO,201703,365,679,67,14,16,103
110029,RO,201704,359,668,66,13,22,101
110029,RO,201705,361,678,68,17,21,100
110029,RO,201706,359,676,70,16,20,100
110029,RO,201707,351,647,70,20,19,88
110029,RO,201708,359,656,71,25,13,90
110029,RO,201709,349,628,70,25,11,84
110029,RO,201710,352,633,73,24,4,84
110029,RO,201711,342,620,74,20,11,80
110029,RO,201712,340,617,76,20,12,79
110030,RO,201701,2256,5676,668,82,65,597
110030,RO,201702,2373,5649,703,71,67,611
110030,RO,201703,2257,5814,720,64,56,616
110030,RO,201704,2240,5594,728,69,65,616
110030,RO,201705,2250,5583,739,66,60,613
110030,RO,201706,2303,5659,761,74,73,630
110030,RO,201707,2074,5175,684,67,59,604
110030,RO,201708,2479,5861,722,88,28,863
110030,RO,201709,2476,5833,749,105,24,909
110030,RO,201710,2605,5964,778,117,21,965
110030,RO,201711,2642,5991,770,126,31,997
110030,RO,201712,2681,6060,791,135,28,1063
110032,RO,201701,840,2115,235,39,53,94
110032,RO,201702,865,2127,239,33,54,94
110032,RO,201703,818,2071,244,27,35,92
110032,RO,201704,817,2074,243,30,47,91
110032,RO,201705,808,2020,251,32,51,84
110032,RO,201706,779,1972,248,33,56,82
110032,RO,201707,722,1871,220,25,55,73
110032,RO,201708,702,1845,224,21,36,74
110032,RO,201709,676,1798,223,19,32,71
110032,RO,201710,678,1796,228,17,26,63
110032,RO,201711,635,1712,219,19,37,56
110032,RO,201712,623,1698,227,19,39,56
110033,RO,201701,1514,3551,440,28,48,261
110033,RO,201702,1527,3515,460,25,78,259
110033,RO,201703,1468,3475,467,19,51,256
110033,RO,201704,1455,3408,467,14,59,252
110033,RO,201705,1412,3322,465,8,64,242
110033,RO,201706,1397,3294,474,12,65,241
110033,RO,201707,1342,3147,454,14,68,229
110033,RO,201708,1287,3114,458,16,86,220
110033,RO,201709,1152,2974,437,29,76,196
110033,RO,201710,1151,2932,442,32,72,193
110033,RO,201711,1061,2759,396,37,50,158
110033,RO,201712,966,2724,399,36,54,156
110034,RO,201701,1350,2186,273,43,19,277
110034,RO,201702,1381,2177,279,37,19,270
110034,RO,201703,1348,2177,286,33,6,259
110034,RO,201704,1331,2137,296,34,35,236
110034,RO,201705,1301,2095,300,31,41,214
110034,RO,201706,1289,2065,310,30,45,203
110034,RO,201707,1255,2045,301,31,53,181
110034,RO,201708,1272,2076,307,43,49,157
110034,RO,201709,1228,2073,305,44,44,122
110034,RO,201710,1220,2064,314,44,45,115
110034,RO,201711,1216,2070,324,52,61,80
110034,RO,201712,1189,2090,335,61,63,81
110037,RO,201701,717,1388,155,22,28,174
110037,RO,201702,728,1393,167,19,27,175
110037,RO,201703,715,1389,171,20,23,174
110037,RO,201704,726,1382,187,17,23,166
110037,RO,201705,721,1367,181,17,22,167
110037,RO,201706,700,1344,188,16,27,159
110037,RO,201707,668,1313,183,15,30,140
110037,RO,201708,673,1321,182,16,26,130
110037,RO,201709,671,1326,187,19,17,128
110037,RO,201710,666,1322,190,19,14,131
110037,RO,201711,679,1326,197,21,21,129
110037,RO,201712,673,1315,207,19,25,131
110040,RO,201701,991,2245,265,40,23,145
110040,RO,201702,982,2231,267,36,27,147
110040,RO,201703,951,2215,263,32,25,134
110040,RO,201704,941,2171,266,32,27,129
110040,RO,201705,913,2112,270,37,34,110
110040,RO,201706,899,2084,277,31,43,106
110040,RO,201707,859,2007,264,28,50,96
110040,RO,201708,856,2002,277,34,45,93
110040,RO,201709,810,1897,265,43,41,85
110040,RO,201710,813,1909,274,50,40,83
110040,RO,201711,771,1843,258,52,52,83
110040,RO,201712,748,1829,263,49,47,83
110045,RO,201701,1824,4127,564,68,60,344
110045,RO,201702,1769,3966,553,64,54,318
110045,RO,201703,1740,3991,564,53,39,323
110045,RO,201704,1756,3952,576,49,49,329
110045,RO,201705,1756,3909,582,54,64,328
110045,RO,201706,1744,3880,581,63,71,330
110045,RO,201707,1683,3750,558,58,77,311
110045,RO,201708,1700,3780,578,60,67,299
110045,RO,201709,1652,3695,551,64,62,266
110045,RO,201710,1681,3737,565,70,54,263
110045,RO,201711,1624,3610,524,71,77,233
110045,RO,201712,1629,3632,548,63,80,234
110050,RO,201701,595,1166,156,17,14,117
110050,RO,201702,621,1175,163,14,24,111
110050,RO,201703,590,1150,166,14,22,102
110050,RO,201704,569,1117,163,16,23,91
110050,RO,201705,562,1107,168,18,22,72
110050,RO,201706,548,1120,172,20,27,69
110050,RO,201707,501,1032,168,21,43,61
110050,RO,201708,498,1037,170,24,40,51
110050,RO,201709,472,1012,173,25,37,42
110050,RO,201710,475,1034,178,24,37,42
110050,RO,201711,474,1035,179,23,28,33
110050,RO,201712,465,1025,184,19,29,30
110060,RO,201701,159,574,69,11,9,16
110060,RO,201702,157,559,73,7,10,14
110060,RO,201703,150,541,75,5,10,13
110060,RO,201704,157,563,79,2,9,13
110060,RO,201705,157,545,83,3,9,14
110060,RO,201706,153,544,86,4,11,14
110060,RO,201707,146,524,85,3,11,10
110060,RO,201708,146,522,87,4,7,9
110060,RO,201709,133,497,83,4,6,9
110060,RO,201710,128,490,82,6,5,8
110060,RO,201711,133,489,84,6,5,10
110060,RO,201712,114,477,85,5,5,10
110070,RO,201701,804,1690,204,20,33,181
110070,RO,201702,796,1678,206,19,28,172
110070,RO,201703,770,1666,211,14,27,169
110070,RO,201704,751,1626,221,18,31,164
110070,RO,201705,729,1606,222,18,31,142
110070,RO,201706,723,1595,230,18,45,134
110070,RO,201707,681,1524,222,18,45,119
110070,RO,201708,674,1530,225,16,43,112
110070,RO,201709,614,1441,219,20,30,89
110070,RO,201710,608,1425,225,18,29,89
110070,RO,201711,591,1385,213,24,42,75
110070,RO,201712,551,1357,217,25,45,70
110080,RO,201701,2212,3987,447,46,35,552
110080,RO,201702,2257,4005,467,41,34,562
110080,RO,201703,2222,3978,478,38,27,555
110080,RO,201704,2183,3924,494,40,38,519
110080,RO,201705,2117,3826,511,45,57,443
110080,RO,201706,2080,3818,522,44,63,404
110080,RO,201707,1953,3705,511,37,72,352
110080,RO,201708,1998,3867,531,46,75,339
110080,RO,201709,1938,3820,540,52,68,329
110080,RO,201710,1932,3789,554,53,64,317
110080,RO,201711,1907,3763,560,48,67,307
110080,RO,201712,1909,3764,578,58,67,308
110090,RO,201701,207,382,46,7,7,59
110090,RO,201702,214,403,48,7,7,58
110090,RO,201703,209,392,50,5,4,58
110090,RO,201704,209,371,49,6,3,58
110090,RO,201705,207,367,52,3,5,56
110090,RO,201706,201,364,55,5,8,56
110090,RO,201707,189,323,53,5,8,51
110090,RO,201708,189,328,50,5,5,48
110090,RO,201709,181,317,52,5,5,45
110090,RO,201710,180,311,54,2,5,45
110090,RO,201711,177,306,52,2,6,46
110090,RO,201712,180,300,56,0,9,46
110092,RO,201701,521,1064,108,13,10,304
110092,RO,201702,529,1054,113,11,10,301
110092,RO,201703,519,1052,119,11,5,297
110092,RO,201704,501,1011,115,10,8,279
110092,RO,201705,486,975,112,9,9,253
110092,RO,201706,479,963,116,11,12,242
110092,RO,201707,464,939,113,12,14,229
110092,RO,201708,472,956,117,13,13,221
110092,RO,201709,447,921,109,13,10,203
110092,RO,201710,460,939,112,14,9,209
110092,RO,201711,465,950,114,15,12,208
110092,RO,201712,471,941,121,11,11,209
110094,RO,201701,1088,2532,306,32,50,217
110094,RO,201702,1100,2541,313,27,54,210
110094,RO,201703,1045,2582,313,27,45,206
110094,RO,201704,1024,2546,326,30,59,201
110094,RO,201705,1031,2512,324,31,74,195
110094,RO,201706,994,2485,331,35,85,194
110094,RO,201707,923,2323,315,38,82,179
110094,RO,201708,945,2392,323,46,61,176
110094,RO,201709,889,2316,323,43,45,163
110094,RO,201710,893,2275,335,39,42,165
110094,RO,201711,868,2222,344,37,55,145
110094,RO,201712,845,2240,353,33,71,141
110100,RO,201701,946,1646,212,23,9,210
110100,RO,201702,965,1649,218,23,15,216
110100,RO,201703,945,1636,232,19,16,216
110100,RO,201704,927,1607,233,25,18,214
110100,RO,201705,909,1550,224,29,18,211
110100,RO,201706,907,1522,231,21,17,222
110100,RO,201707,891,1492,222,27,17,220
110100,RO,201708,904,1501,229,27,19,209
110100,RO,201709,857,1422,220,30,18,199
110100,RO,201710,861,1437,222,27,17,201
110100,RO,201711,855,1415,216,24,9,199
110100,RO,201712,827,1404,225,26,10,196
110110,RO,201701,447,1464,157,24,24,38
110110,RO,201702,453,1445,161,25,21,38
110110,RO,201703,433,1445,163,19,20,38
110110,RO,201704,443,1448,166,21,27,36
110110,RO,201705,434,1405,173,19,33,35
110110,RO,201706,408,1382,179,14,32,33
110110,RO,201707,399,1337,180,9,32,35
110110,RO,201708,395,1342,185,12,28,35
110110,RO,201709,383,1320,185,12,26,39
110110,RO,201710,390,1303,188,13,23,41
110110,RO,201711,385,1274,187,16,29,37
110110,RO,201712,373,1270,196,19,31,40
110120,RO,201701,334,870,123,13,14,74
110120,RO,201702,342,858,128,10,13,77
110120,RO,201703,336,848,131,7,12,75
110120,RO,201704,327,822,134,7,14,73
110120,RO,201705,328,815,133,9,15,72
110120,RO,201706,316,801,134,7,16,73
110120,RO,201707,292,754,127,12,15,67
110120,RO,201708,287,764,126,21,9,63
110120,RO,201709,276,733,128,22,7,63
110120,RO,201710,278,732,130,23,4,63
110120,RO,201711,274,722,137,23,8,57
110120,RO,201712,266,714,141,21,13,57
110130,RO,201701,441,1134,129,26,25,86
110130,RO,201702,440,1128,135,27,25,86
110130,RO,201703,425,1100,140,17,24,85
110130,RO,201704,424,1105,146,18,23,96
110130,RO,201705,452,1105,153,21,24,113
110130,RO,201706,457,1109,155,18,34,117
110130,RO,201707,447,1074,148,18,35,115
110130,RO,201708,458,1073,147,18,28,121
110130,RO,201709,482,1090,158,22,15,141
110130,RO,201710,505,1105,163,22,14,150
110130,RO,201711,492,1082,163,17,14,150
110130,RO,201712,501,1077,171,15,22,150
110140,RO,201701,598,1537,178,14,25,70
110140,RO,201702,611,1527,183,12,30,72
110140,RO,201703,592,1519,191,14,20,71
110140,RO,201704,594,1508,190,13,24,81
110140,RO,201705,597,1506,195,16,26,85
110140,RO,201706,562,1483,192,18,26,85
110140,RO,201707,514,1369,177,20,28,82
110140,RO,201708,504,1355,181,21,26,84
110140,RO,201709,456,1272,172,19,23,83
110140,RO,201710,458,1257,187,22,23,85
110140,RO,201711,455,1244,196,17,21,81
110140,RO,201712,442,1243,199,14,17,80
110143,RO,201701,277,640,54,7,4,37
110143,RO,201702,291,654,62,12,6,38
110143,RO,201703,274,633,63,12,7,38
110143,RO,201704,284,678,66,17,9,40
110143,RO,201705,334,710,68,17,9,48
110143,RO,201706,333,703,70,18,9,40
110143,RO,201707,321,685,66,16,11,38
110143,RO,201708,318,690,68,14,12,38
110143,RO,201709,304,687,70,16,12,39
110143,RO,201710,301,669,74,12,11,39
110143,RO,201711,294,639,72,11,13,39
110143,RO,201712,289,636,74,11,14,37
110145,RO,201701,291,568,59,13,12,59
110145,RO,201702,292,561,61,14,16,51
110145,RO,201703,291,579,61,12,12,49
110145,RO,201704,278,557,54,13,12,45
110145,RO,201705,264,538,52,15,11,39
110145,RO,201706,264,538,53,9,11,40
110145,RO,201707,243,506,53,8,15,32
110145,RO,201708,250,511,56,6,16,32
110145,RO,201709,249,508,58,7,14,28
110145,RO,201710,263,532,64,6,15,30
110145,RO,201711,245,508,63,6,11,27
110145,RO,201712,246,520,66,7,8,26
110146,RO,201701,134,273,33,3,5,66
110146,RO,201702,134,273,33,2,5,67
110146,RO,201703,127,268,30,3,5,65
110146,RO,201704,126,271,31,2,7,65
110146,RO,201705,122,266,33,3,10,62
110146,RO,201706,120,262,33,5,11,59
110146,RO,201707,122,264,32,6,11,58
110146,RO,201708,128,275,34,8,10,61
110146,RO,201709,129,265,36,8,6,58
110146,RO,201710,133,271,37,9,6,59
110146,RO,201711,133,272,38,8,8,58
110146,RO,201712,136,283,41,7,9,56
110147,RO,201701,144,259,41,3,4,53
110147,RO,201702,145,262,40,2,5,51
110147,RO,201703,137,251,40,2,5,50
110147,RO,201704,135,247,41,2,5,48
110147,RO,201705,139,257,38,2,5,51
110147,RO,201706,145,270,42,2,5,56
110147,RO,201707,151,255,41,2,5,57
110147,RO,201708,148,250,40,3,6,58
110147,RO,201709,144,245,41,3,5,57
110147,RO,201710,145,248,39,4,3,57
110147,RO,201711,151,256,41,4,2,60
110147,RO,201712,148,254,41,2,1,58
110148,RO,201701,83,206,25,4,0,4
110148,RO,201702,87,211,29,2,0,4
110148,RO,201703,82,215,30,3,1,4
110148,RO,201704,85,227,25,2,2,4
110148,RO,201705,88,221,30,1,2,4
110148,RO,201706,83,228,36,3,4,3
110148,RO,201707,78,215,36,4,4,2
110148,RO,201708,77,212,35,4,5,2
110148,RO,201709,77,217,35,5,5,3
110148,RO,201710,79,220,36,5,5,3
110148,RO,201711,82,229,36,5,5,3
110148,RO,201712,80,222,35,4,3,3
110149,RO,201701,1008,2220,296,24,65,187
110149,RO,201702,1008,2214,300,19,71,186
110149,RO,201703,971,2206,306,9,54,178
110149,RO,201704,928,2117,291,8,74,169
110149,RO,201705,871,1993,282,8,77,138
110149,RO,201706,867,2027,293,8,79,135
110149,RO,201707,794,1872,288,11,80,117
110149,RO,201708,788,1866,305,16,59,112
110149,RO,201709,740,1773,294,15,52,99
110149,RO,201710,725,1755,305,18,42,96
110149,RO,201711,717,1725,312,24,48,88
110149,RO,201712,699,1763,311,24,53,86
110150,RO,201701,917,1560,213,35,18,42
110150,RO,201702,960,1554,223,31,17,42
110150,RO,201703,905,1543,231,23,21,42
110150,RO,201704,892,1522,232,17,23,39
110150,RO,201705,877,1504,235,17,21,35
110150,RO,201706,852,1494,233,24,24,13
110150,RO,201707,784,1474,210,28,40,8
110150,RO,201708,767,1495,221,34,43,9
110150,RO,201709,629,1445,211,37,38,10
110150,RO,201710,627,1441,216,40,33,9
110150,RO,201711,606,1408,219,39,47,9
110150,RO,201712,551,1397,232,33,46,8
110155,RO,201701,263,486,61,5,12,138
110155,RO,201702,267,485,61,4,13,132
110155,RO,201703,257,474,63,5,10,132
110155,RO,201704,256,468,62,5,11,128
110155,RO,201705,247,451,63,5,11,125
110155,RO,201706,244,441,61,7,13,120
110155,RO,201707,233,433,60,5,12,107
110155,RO,201708,230,430,65,7,8,105
110155,RO,201709,223,419,62,5,7,99
110155,RO,201710,225,421,64,5,5,96
110155,RO,201711,218,413,61,7,4,97
110155,RO,201712,219,413,67,7,5,97
110160,RO,201701,475,1216,162,17,2,61
110160,RO,201702,484,1215,169,16,8,60
110160,RO,201703,473,1222,173,12,8,60
110160,RO,201704,469,1199,174,9,9,57
110160,RO,201705,457,1168,176,5,8,55
110160,RO,201706,445,1136,180,5,10,56
110160,RO,201707,422,1055,157,5,18,55
110160,RO,201708,415,1080,152,6,17,54
110160,RO,201709,384,1013,156,6,17,50
110160,RO,201710,394,1031,165,10,17,42
110160,RO,201711,381,1029,170,8,15,40
110160,RO,201712,361,1005,177,7,14,40
110170,RO,201701,849,1451,175,28,31,210
110170,RO,201702,842,1421,182,23,31,213
110170,RO,201703,832,1410,189,24,19,213
110170,RO,201704,835,1404,191,20,27,217
110170,RO,201705,794,1338,184,15,28,208
110170,RO,201706,782,1302,190,13,31,210
110170,RO,201707,764,1230,168,14,31,192
110170,RO,201708,770,1243,171,20,21,191
110170,RO,201709,737,1185,169,20,19,184
110170,RO,201710,753,1217,179,19,16,183
110170,RO,201711,712,1131,167,22,27,173
110170,RO,201712,729,1154,168,27,36,178
110175,RO,201701,651,1250,150,23,32,171
110175,RO,201702,676,1238,160,22,35,171
110175,RO,201703,624,1222,161,23,21,172
110175,RO,201704,634,1231,165,19,22,177
110175,RO,201705,638,1227,171,19,25,166
110175,RO,201706,641,1223,179,22,25,167
110175,RO,201707,601,1144,162,16,22,152
110175,RO,201708,603,1145,163,15,10,150
110175,RO,201709,582,1100,163,14,9,136
110175,RO,201710,584,1103,164,12,6,131
110175,RO,201711,549,1025,157,12,6,123
110175,RO,201712,563,1043,163,5,8,124
110180,RO,201701,430,689,112,9,1,120
110180,RO,201702,441,718,116,8,1,122
110180,RO,201703,432,713,120,6,4,121
110180,RO,201704,445,745,124,8,4,131
110180,RO,201705,436,732,126,7,7,123
110180,RO,201706,432,725,127,9,7,121
110180,RO,201707,414,683,122,10,9,114
110180,RO,201708,421,704,126,9,12,117
110180,RO,201709,408,678,123,14,11,104
110180,RO,201710,415,692,124,17,10,107
110180,RO,201711,401,674,119,17,11,103
110180,RO,201712,409,682,120,15,8,102
120001,AC,201701,1541,2924,384,45,63,803
120001,AC,201702,1560,2913,401,51,60,793
120001,AC,201703,1529,2929,403,40,45,769
120001,AC,201704,1515,2876,402,40,54,742
120001,AC,201705,1498,2860,418,36,77,733
120001,AC,201706,1484,2831,424,41,87,722
