ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
171886,TO,201712,231,743,111,20,19,25
171888,TO,201701,327,491,46,12,14,193
171888,TO,201702,321,482,49,12,15,191
171888,TO,201703,321,477,52,10,8,194
171888,TO,201704,317,471,55,7,11,191
171888,TO,201705,313,467,55,4,11,191
171888,TO,201706,311,449,55,4,11,209
171888,TO,201707,314,442,54,6,11,221
171888,TO,201708,314,439,55,7,14,218
171888,TO,201709,308,439,55,8,14,221
171888,TO,201710,308,438,53,8,11,223
171888,TO,201711,307,450,56,11,14,226
171888,TO,201712,312,453,60,9,14,229
171889,TO,201701,227,383,58,3,13,104
171889,TO,201702,229,384,58,2,12,104
171889,TO,201703,220,377,59,3,9,107
171889,TO,201704,220,362,57,3,9,105
171889,TO,201705,212,359,56,3,11,103
171889,TO,201706,209,354,56,2,12,105
171889,TO,201707,199,346,56,2,12,101
171889,TO,201708,229,404,56,2,10,103
171889,TO,201709,205,351,59,1,7,97
171889,TO,201710,200,349,65,1,7,94
171889,TO,201711,215,379,70,1,9,91
171889,TO,201712,203,333,75,1,9,89
171890,TO,201701,605,1043,130,20,29,249
171890,TO,201702,624,1045,135,17,36,255
171890,TO,201703,609,1046,138,15,24,262
171890,TO,201704,599,1025,140,10,31,263
171890,TO,201705,590,1005,148,6,31,262
171890,TO,201706,586,997,151,5,38,262
171890,TO,201707,566,960,152,2,41,251
171890,TO,201708,577,955,152,2,30,261
171890,TO,201709,529,877,144,5,27,240
171890,TO,201710,527,877,147,10,23,242
171890,TO,201711,537,894,147,10,26,244
171890,TO,201712,529,888,151,11,28,241
171900,TO,201701,164,456,45,8,8,57
171900,TO,201702,166,441,45,9,8,57
171900,TO,201703,160,425,46,9,6,57
171900,TO,201704,161,420,49,9,14,54
171900,TO,201705,160,409,54,9,19,51
171900,TO,201706,161,407,53,9,19,51
171900,TO,201707,163,407,55,4,18,49
171900,TO,201708,158,410,57,7,15,52
171900,TO,201709,163,400,59,8,13,50
171900,TO,201710,157,399,58,7,12,52
171900,TO,201711,157,403,59,6,12,51
171900,TO,201712,153,396,57,7,12,53
172000,TO,201701,240,351,45,5,12,144
172000,TO,201702,245,354,46,5,14,143
172000,TO,201703,240,351,51,3,8,143
172000,TO,201704,231,333,50,3,8,142
172000,TO,201705,241,332,52,4,9,141
172000,TO,201706,239,330,50,2,10,140
172000,TO,201707,229,311,47,4,9,123
172000,TO,201708,234,323,48,3,8,119
172000,TO,201709,232,328,48,3,5,108
172000,TO,201710,234,334,51,4,3,107
172000,TO,201711,240,336,49,4,5,104
172000,TO,201712,240,337,51,5,7,102
172010,TO,201701,674,1245,169,16,34,522
172010,TO,201702,689,1234,177,15,33,521
172010,TO,201703,669,1226,178,12,21,513
172010,TO,201704,654,1195,179,11,28,503
172010,TO,201705,649,1182,180,7,34,489
172010,TO,201706,640,1171,186,8,37,469
172010,TO,201707,602,1097,180,7,39,447
172010,TO,201708,611,1126,182,11,44,448
172010,TO,201709,601,1107,182,11,29,424
172010,TO,201710,583,1074,182,12,23,420
172010,TO,201711,582,1067,189,15,21,416
172010,TO,201712,590,1085,189,13,20,419
172015,TO,201701,146,378,49,7,10,64
172015,TO,201702,149,376,48,4,10,65
172015,TO,201703,147,380,51,3,7,65
172015,TO,201704,149,381,54,2,7,66
172015,TO,201705,149,381,53,1,11,66
172015,TO,201706,142,367,55,1,9,63
172015,TO,201707,139,343,52,0,8,61
172015,TO,201708,141,339,55,1,8,59
172015,TO,201709,144,340,59,1,5,61
172015,TO,201710,143,343,59,2,3,63
172015,TO,201711,140,332,62,2,5,63
172015,TO,201712,141,335,63,2,7,64
172020,TO,201701,1371,2481,282,67,74,433
172020,TO,201702,1417,2506,286,66,86,428
172020,TO,201703,1385,2498,288,53,44,429
172020,TO,201704,1371,2470,298,57,54,426
172020,TO,201705,1388,2468,326,55,66,416
172020,TO,201706,1393,2476,334,49,80,409
172020,TO,201707,1349,2393,344,42,84,409
172020,TO,201708,1460,2520,362,61,74,412
172020,TO,201709,1467,2512,383,69,71,407
172020,TO,201710,1466,2501,394,73,61,403
172020,TO,201711,1488,2514,410,81,66,401
172020,TO,201712,1488,2507,418,76,68,399
172025,TO,201701,284,448,62,5,22,173
172025,TO,201702,292,448,65,2,22,174
172025,TO,201703,286,449,63,2,15,174
172025,TO,201704,282,448,64,2,16,172
172025,TO,201705,281,449,68,1,18,171
172025,TO,201706,279,449,70,2,17,174
172025,TO,201707,291,457,72,2,18,188
172025,TO,201708,303,457,73,3,9,190
172025,TO,201709,285,444,76,3,6,186
172025,TO,201710,287,443,79,5,4,190
172025,TO,201711,294,448,84,5,5,195
172025,TO,201712,296,441,89,6,5,193
172030,TO,201701,706,1108,102,21,17,632
172030,TO,201702,714,1106,105,21,13,634
172030,TO,201703,721,1127,90,21,9,632
172030,TO,201704,720,1131,92,17,10,631
172030,TO,201705,721,1129,125,15,12,638
172030,TO,201706,721,1131,134,12,20,639
172030,TO,201707,715,1124,133,12,20,635
172030,TO,201708,760,1155,136,15,19,660
172030,TO,201709,755,1151,137,13,14,655
172030,TO,201710,767,1154,146,16,14,658
172030,TO,201711,785,1160,156,15,17,666
172030,TO,201712,791,1157,159,18,19,669
172049,TO,201701,555,842,85,13,16,112
172049,TO,201702,568,833,89,12,16,114
172049,TO,201703,544,822,86,8,14,112
172049,TO,201704,563,831,90,5,19,106
172049,TO,201705,551,818,103,6,22,84
172049,TO,201706,557,821,112,9,23,83
172049,TO,201707,508,804,113,10,23,81
172049,TO,201708,539,857,118,13,14,84
172049,TO,201709,534,840,121,15,11,87
172049,TO,201710,532,848,127,15,9,90
172049,TO,201711,540,834,136,15,14,98
172049,TO,201712,534,833,140,15,13,105
172065,TO,201701,835,1189,134,13,32,583
172065,TO,201702,836,1179,136,9,33,584
172065,TO,201703,828,1173,141,6,28,585
172065,TO,201704,817,1151,140,4,27,576
172065,TO,201705,815,1173,141,8,40,574
172065,TO,201706,820,1165,143,9,41,572
172065,TO,201707,835,1191,144,20,49,562
172065,TO,201708,869,1219,149,21,37,586
172065,TO,201709,884,1251,156,30,27,610
172065,TO,201710,881,1240,166,33,23,610
172065,TO,201711,901,1246,172,31,29,620
172065,TO,201712,945,1291,175,36,37,636
172080,TO,201701,1254,2069,235,43,76,649
172080,TO,201702,1248,2029,244,37,70,656
172080,TO,201703,1235,2023,249,35,40,647
172080,TO,201704,1224,2005,252,32,48,638
172080,TO,201705,1220,1994,253,38,65,613
172080,TO,201706,1209,1966,260,41,71,602
172080,TO,201707,1203,1958,258,37,73,594
172080,TO,201708,1275,1998,276,41,55,622
172080,TO,201709,1265,1982,281,46,47,625
172080,TO,201710,1271,1966,293,44,38,627
172080,TO,201711,1280,1969,301,38,57,627
172080,TO,201712,1285,1987,312,38,59,631
172085,TO,201701,140,261,26,1,0,49
172085,TO,201702,142,263,26,2,2,49
172085,TO,201703,140,260,28,2,2,48
172085,TO,201704,145,263,30,4,2,52
172085,TO,201705,142,251,36,5,2,47
172085,TO,201706,143,255,36,7,3,51
172085,TO,201707,134,238,35,6,3,49
172085,TO,201708,136,240,38,5,6,45
172085,TO,201709,126,231,38,5,5,46
172085,TO,201710,124,232,38,4,4,46
172085,TO,201711,124,230,41,3,5,45
172085,TO,201712,124,234,43,2,6,46
172090,TO,201701,2537,3114,447,74,81,1795
172090,TO,201702,2546,3105,463,55,92,1800
172090,TO,201703,2540,3106,480,57,57,1785
172090,TO,201704,2505,3080,492,64,67,1765
172090,TO,201705,2502,3048,510,56,95,1756
172090,TO,201706,2502,3057,521,59,109,1750
172090,TO,201707,2433,2965,535,53,116,1705
172090,TO,201708,2529,3066,546,73,117,1750
172090,TO,201709,2491,3004,552,72,105,1716
172090,TO,201710,2506,3001,564,70,82,1727
172090,TO,201711,2537,2989,592,78,78,1744
172090,TO,201712,2566,3048,609,91,89,1744
172093,TO,201701,210,406,60,11,8,42
172093,TO,201702,218,410,61,8,6,41
172093,TO,201703,208,401,60,7,6,41
172093,TO,201704,198,376,57,4,7,40
172093,TO,201705,192,366,60,3,6,40
172093,TO,201706,188,355,62,3,8,38
172093,TO,201707,176,308,56,2,8,37
172093,TO,201708,177,300,57,0,4,39
172093,TO,201709,183,315,54,0,4,40
172093,TO,201710,190,322,55,1,3,44
172093,TO,201711,193,328,61,1,3,51
172093,TO,201712,185,318,66,3,3,55
172097,TO,201701,162,336,31,4,12,77
172097,TO,201702,166,330,32,4,14,79
172097,TO,201703,163,328,32,5,10,80
172097,TO,201704,160,321,33,6,9,76
172097,TO,201705,161,316,38,6,10,79
172097,TO,201706,162,318,40,6,10,84
172097,TO,201707,173,338,42,5,14,94
172097,TO,201708,174,334,46,4,8,93
172097,TO,201709,170,321,41,5,5,92
172097,TO,201710,177,327,42,5,4,96
172097,TO,201711,177,328,45,5,4,95
172097,TO,201712,179,327,46,7,4,96
172100,TO,201701,6490,20389,2071,274,429,2038
172100,TO,201702,6977,21011,2145,350,462,2090
172100,TO,201703,6695,21006,2215,326,383,2062
172100,TO,201704,6596,20443,2236,327,448,2023
172100,TO,201705,6634,20180,2314,349,476,1971
172100,TO,201706,6603,19840,2362,345,520,1900
172100,TO,201707,6051,18435,2175,327,527,1703
172100,TO,201708,7116,20760,2290,424,518,2032
172100,TO,201709,7029,20590,2384,460,482,2030
172100,TO,201710,7146,20615,2453,508,411,2067
172100,TO,201711,7540,21416,2535,554,450,2166
172100,TO,201712,7620,21557,2655,584,464,2214
172110,TO,201701,878,2033,238,21,17,693
172110,TO,201702,904,2066,239,18,18,701
172110,TO,201703,883,2071,243,16,15,708
172110,TO,201704,860,2044,253,17,23,702
172110,TO,201705,854,2016,262,17,28,696
172110,TO,201706,882,2053,273,18,31,720
172110,TO,201707,876,2028,273,20,38,726
172110,TO,201708,916,2086,286,27,38,748
172110,TO,201709,906,2063,296,29,33,740
172110,TO,201710,912,2073,311,34,31,743
172110,TO,201711,937,2126,324,37,36,762
172110,TO,201712,950,2137,331,37,38,770
172120,TO,201701,2276,4284,501,79,138,1034
172120,TO,201702,2326,4284,509,73,126,1021
172120,TO,201703,2243,4261,514,61,97,1016
172120,TO,201704,2210,4214,533,69,102,992
172120,TO,201705,2192,4202,562,69,120,979
172120,TO,201706,2168,4203,576,60,132,953
172120,TO,201707,2026,4053,568,71,142,902
172120,TO,201708,2154,4182,583,96,114,980
172120,TO,201709,2098,4114,601,106,108,968
172120,TO,201710,2116,4119,604,108,87,985
172120,TO,201711,2148,4200,612,96,96,1003
172120,TO,201712,2162,4189,634,99,95,1014
172125,TO,201701,75,160,18,0,3,37
172125,TO,201702,76,159,17,0,4,39
172125,TO,201703,73,154,15,0,2,42
172125,TO,201704,79,167,17,0,2,46
172125,TO,201705,83,169,19,2,4,49
172125,TO,201706,86,169,20,2,4,53
172125,TO,201707,83,159,18,3,6,48
172125,TO,201708,87,168,23,3,4,49
172125,TO,201709,89,171,20,3,3,51
172125,TO,201710,90,165,20,3,2,51
172125,TO,201711,92,170,22,3,4,55
172125,TO,201712,93,173,22,3,4,59
172130,TO,201701,243,347,44,10,4,173
172130,TO,201702,245,348,44,9,4,173
172130,TO,201703,243,345,45,8,3,170
172130,TO,201704,242,352,46,9,4,170
172130,TO,201705,246,351,51,6,4,175
172130,TO,201706,239,328,53,5,4,172
172130,TO,201707,236,321,50,2,5,173
172130,TO,201708,242,317,52,2,6,172
172130,TO,201709,243,313,49,4,4,175
172130,TO,201710,262,328,62,5,4,197
172130,TO,201711,308,393,72,4,4,244
172130,TO,201712,306,384,72,4,5,241
172208,TO,201701,1171,1816,239,49,39,510
172208,TO,201702,1187,1806,245,38,45,505
172208,TO,201703,1165,1798,249,32,30,491
172208,TO,201704,1127,1745,251,30,32,467
172208,TO,201705,1123,1716,261,24,42,453
172208,TO,201706,1122,1713,272,21,53,411
172208,TO,201707,1091,1668,273,18,58,398
172208,TO,201708,1155,1717,279,23,60,417
172208,TO,201709,1156,1696,281,23,60,436
172208,TO,201710,1183,1715,295,31,49,449
172208,TO,201711,1212,1746,296,42,49,467
172208,TO,201712,1225,1758,300,42,52,453
172210,TO,201701,1289,2263,292,35,54,513
172210,TO,201702,1318,2266,300,33,52,522
172210,TO,201703,1297,2259,303,29,42,521
172210,TO,201704,1262,2205,308,29,44,511
172210,TO,201705,1248,2177,313,23,57,485
172210,TO,201706,1242,2155,315,22,67,454
172210,TO,201707,1155,2041,304,20,66,424
172210,TO,201708,1207,2092,307,22,49,423
172210,TO,201709,1200,2051,312,30,40,420
172210,TO,201710,1218,2072,319,35,39,418
172210,TO,201711,1244,2091,330,43,53,402
172210,TO,201712,1253,2096,340,42,64,395
210005,MA,201701,7281,18837,2350,295,426,304
210005,MA,201702,7548,18820,2429,272,452,298
210005,MA,201703,7307,18962,2518,250,279,296
210005,MA,201704,7407,18783,2586,258,334,275
210005,MA,201705,7366,18417,2621,220,384,251
210005,MA,201706,7289,18142,2653,193,486,252
210005,MA,201707,7278,17789,2599,197,517,247
210005,MA,201708,7513,18151,2688,238,409,284
210005,MA,201709,7363,17855,2695,262,359,265
210005,MA,201710,7451,17890,2768,264,302,270
210005,MA,201711,7459,17811,2783,298,366,259
210005,MA,201712,7352,17744,2884,314,435,248
210010,MA,201701,1243,2260,272,80,50,935
210010,MA,201702,1242,2242,290,71,54,933
210010,MA,201703,1208,2209,284,26,39,909
210010,MA,201704,1132,2113,273,30,50,842
210010,MA,201705,1131,2084,280,28,59,854
210010,MA,201706,1122,2090,285,34,84,844
210010,MA,201707,1123,2083,278,30,85,793
210010,MA,201708,1323,2278,291,45,85,794
210010,MA,201709,1248,2172,306,37,62,765
210010,MA,201710,1263,2193,315,45,55,750
210010,MA,201711,1263,2183,326,46,54,727
210010,MA,201712,1276,2202,336,38,68,726
210015,MA,201701,2355,3776,481,61,67,1754
210015,MA,201702,2333,3734,499,52,71,1754
210015,MA,201703,2320,3719,490,38,38,1749
210015,MA,201704,2323,3707,510,45,42,1725
210015,MA,201705,2319,3729,547,45,43,1699
210015,MA,201706,2319,3732,556,55,50,1585
210015,MA,201707,2263,3665,548,54,59,1450
210015,MA,201708,2376,3747,569,64,87,1449
210015,MA,201709,2378,3721,598,68,85,1441
210015,MA,201710,2401,3740,616,61,63,1449
210015,MA,201711,2417,3749,634,69,59,1452
210015,MA,201712,2416,3742,646,72,59,1452
210020,MA,201701,5243,5202,695,61,37,2619
210020,MA,201702,5231,5187,713,60,54,2613
210020,MA,201703,5225,5204,738,69,52,2627
210020,MA,201704,5223,5178,757,68,53,2667
210020,MA,201705,5195,5180,778,63,70,2728
210020,MA,201706,5304,5216,818,83,91,2796
210020,MA,201707,5325,5199,842,78,92,2858
210020,MA,201708,5558,5271,872,95,75,3002
210020,MA,201709,5560,5266,895,102,60,3108
210020,MA,201710,5609,5288,905,107,58,3159
210020,MA,201711,5597,5280,926,122,44,3210
210020,MA,201712,5719,5333,950,127,47,3278
210030,MA,201701,3717,6659,766,53,81,1170
210030,MA,201702,3784,6748,790,51,67,1184
210030,MA,201703,3749,6770,818,37,88,1182
210030,MA,201704,3713,6672,853,35,97,1153
210030,MA,201705,3698,6626,869,36,110,1128
210030,MA,201706,3701,6618,892,40,114,1119
210030,MA,201707,3581,6430,893,46,128,1053
210030,MA,201708,3718,6579,924,66,118,1063
210030,MA,201709,3731,6569,958,76,113,1001
210030,MA,201710,3756,6602,983,91,102,977
210030,MA,201711,3774,6608,1005,104,125,942
210030,MA,201712,3811,6640,1042,109,130,936
210040,MA,201701,1537,1922,240,40,28,1031
210040,MA,201702,1650,2151,262,35,28,1142
210040,MA,201703,1535,1949,237,37,16,1004
210040,MA,201704,1549,1926,242,38,17,1029
210040,MA,201705,1510,1863,246,34,16,994
210040,MA,201706,1464,1761,246,32,23,958
210040,MA,201707,1387,1655,248,28,35,886
210040,MA,201708,1487,1757,264,31,33,897
210040,MA,201709,1460,1717,271,33,31,867
210040,MA,201710,1415,1687,281,28,24,866
210040,MA,201711,1404,1703,286,29,24,847
210040,MA,201712,1436,1718,291,41,24,853
210043,MA,201701,3875,6493,760,67,91,2267
210043,MA,201702,3992,6636,781,80,92,2243
210043,MA,201703,3967,6612,743,62,42,2193
210043,MA,201704,3908,6550,748,62,49,2188
210043,MA,201705,3858,6461,823,61,58,2176
210043,MA,201706,3829,6419,856,50,67,2175
210043,MA,201707,3736,6244,851,46,70,2131
210043,MA,201708,3905,6424,881,48,41,2236
210043,MA,201709,3926,6414,911,59,41,2152
210043,MA,201710,3941,6405,939,60,39,2142
210043,MA,201711,3893,6304,961,56,53,2116
210043,MA,201712,3886,6306,993,63,55,2114
210047,MA,201701,4382,8280,1110,222,126,2788
210047,MA,201702,4339,8127,1152,134,127,2801
210047,MA,201703,4313,8153,1107,121,65,2878
210047,MA,201704,4411,8229,1129,152,79,3005
210047,MA,201705,4469,8263,1224,135,101,3117
210047,MA,201706,4415,8192,1263,110,121,3224
210047,MA,201707,4614,8317,1271,138,128,3544
210047,MA,201708,4652,8348,1315,178,92,3699
210047,MA,201709,4635,8336,1340,184,86,3798
210047,MA,201710,4680,8340,1379,187,83,3865
210047,MA,201711,4756,8410,1409,211,121,3958
210047,MA,201712,4766,8377,1448,235,131,4017
210050,MA,201701,852,2418,312,24,87,47
210050,MA,201702,870,2418,323,27,91,46
210050,MA,201703,852,2436,333,22,67,52
210050,MA,201704,864,2410,339,24,75,63
210050,MA,201705,847,2355,336,21,75,71
210050,MA,201706,871,2339,350,23,76,111
210050,MA,201707,902,2298,337,38,77,186
210050,MA,201708,961,2350,347,46,49,237
210050,MA,201709,953,2337,360,49,47,264
210050,MA,201710,988,2341,372,50,33,288
210050,MA,201711,1024,2350,386,61,52,336
210050,MA,201712,1004,2337,392,53,53,358
210055,MA,201701,1173,2017,253,50,14,783
210055,MA,201702,1193,2024,256,48,18,783
210055,MA,201703,1183,2026,257,33,19,789
210055,MA,201704,1162,1997,253,27,19,781
210055,MA,201705,1155,1989,266,27,18,780
210055,MA,201706,1173,1990,274,29,24,781
210055,MA,201707,1121,1910,271,26,40,749
210055,MA,201708,1218,2008,292,36,60,784
210055,MA,201709,1183,1937,304,32,54,783
210055,MA,201710,1201,1933,323,42,54,770
210055,MA,201711,1252,2031,335,51,51,806
210055,MA,201712,1276,2028,338,59,49,828
210060,MA,201701,4419,10017,1086,161,339,2417
210060,MA,201702,4435,9977,1119,142,316,2423
210060,MA,201703,4406,9967,1161,109,191,2440
210060,MA,201704,4431,9969,1196,132,246,2424
210060,MA,201705,4417,9950,1213,110,311,2397
210060,MA,201706,4415,9855,1254,110,338,2370
210060,MA,201707,4303,9633,1227,115,365,2359
210060,MA,201708,4330,9653,1278,141,263,2373
210060,MA,201709,4243,9570,1294,149,246,2355
210060,MA,201710,4271,9592,1336,142,204,2373
210060,MA,201711,4279,9598,1372,147,264,2347
210060,MA,201712,4248,9512,1416,149,306,2319
210070,MA,201701,5496,6505,908,184,264,5058
210070,MA,201702,5508,6491,943,164,259,5095
210070,MA,201703,5514,6498,624,163,162,4515
210070,MA,201704,5502,6512,639,168,218,4529
210070,MA,201705,5468,6507,1021,164,228,4935
210070,MA,201706,5445,6515,1054,175,248,4841
210070,MA,201707,5436,6497,1074,160,269,4998
210070,MA,201708,5797,6638,1112,155,226,5350
210070,MA,201709,5897,6642,1171,172,149,5368
210070,MA,201710,5935,6655,1211,176,143,5470
210070,MA,201711,5975,6650,1260,178,195,5551
210070,MA,201712,6006,6656,1294,188,217,5582
210080,MA,201701,2989,4748,658,75,26,2971
210080,MA,201702,2998,4737,680,61,26,2973
210080,MA,201703,2999,4753,658,57,24,2828
210080,MA,201704,2954,4695,675,57,31,2798
210080,MA,201705,2968,4755,738,70,43,2921
210080,MA,201706,2956,4798,759,69,51,2926
210080,MA,201707,2958,4796,762,82,75,2900
210080,MA,201708,3182,4970,778,105,70,3050
210080,MA,201709,3165,4983,813,114,58,3094
210080,MA,201710,3236,5038,847,131,54,3171
210080,MA,201711,3328,5103,878,138,65,3240
210080,MA,201712,3353,5121,903,136,65,3259
210083,MA,201701,3224,5109,746,130,104,2921
210083,MA,201702,3280,5153,777,129,113,2956
210083,MA,201703,3260,5155,796,123,78,2962
210083,MA,201704,3248,5149,811,104,81,2963
210083,MA,201705,3249,5136,837,95,107,2972
210083,MA,201706,3236,5097,876,86,137,2958
210083,MA,201707,3221,5082,908,85,139,2967
210083,MA,201708,3447,5138,944,85,107,3076
210083,MA,201709,3470,5123,988,91,102,3071
210083,MA,201710,3575,5247,1010,87,95,3094
210083,MA,201711,3571,5138,1030,82,107,3121
210083,MA,201712,3587,5124,1058,87,109,3132
210087,MA,201701,2089,3006,345,70,25,1037
210087,MA,201702,2103,3003,361,64,37,1034
210087,MA,201703,2092,3009,347,57,35,1021
210087,MA,201704,2080,3001,360,60,44,1018
210087,MA,201705,2057,2994,390,58,55,959
210087,MA,201706,2027,2999,404,59,81,980
210087,MA,201707,1996,2954,405,47,87,965
210087,MA,201708,2089,3010,419,61,95,990
210087,MA,201709,2089,3012,433,67,96,970
210087,MA,201710,2088,2992,455,64,88,969
210087,MA,201711,2055,2937,465,60,88,943
210087,MA,201712,2064,2943,488,66,90,958
210090,MA,201701,8012,10330,1420,95,145,6227
210090,MA,201702,8108,10306,1493,92,204,6249
210090,MA,201703,8059,10235,1317,61,168,6057
210090,MA,201704,7972,10169,1348,50,183,6023
210090,MA,201705,7903,10142,1628,57,211,6113
210090,MA,201706,7925,10177,1668,68,286,6080
210090,MA,201707,7814,9961,1663,68,300,6103
210090,MA,201708,8144,10152,1703,89,244,6445
210090,MA,201709,8154,10164,1738,121,244,6500
210090,MA,201710,8214,10185,1793,137,220,6544
210090,MA,201711,8120,10147,1833,147,243,6522
210090,MA,201712,8100,10089,1869,134,301,6462
210095,MA,201701,4499,8628,1052,94,107,669
210095,MA,201702,4484,8590,1083,81,139,673
210095,MA,201703,4468,8543,1117,58,169,668
210095,MA,201704,4441,8468,1144,50,205,668
210095,MA,201705,4276,8128,1132,34,201,648
210095,MA,201706,4270,8090,1164,29,221,642
210095,MA,201707,4576,8775,1153,50,265,674
210095,MA,201708,4626,8599,1208,103,275,811
210095,MA,201709,4579,8451,1247,122,271,898
210095,MA,201710,4693,8598,1292,130,226,944
210095,MA,201711,4722,8649,1308,179,212,991
210095,MA,201712,4757,8767,1338,190,187,1032
210100,MA,201701,5041,7127,938,138,110,4118
210100,MA,201702,5077,7129,976,143,143,4118
210100,MA,201703,5055,7153,1001,150,90,4133
210100,MA,201704,5065,7172,1023,142,90,4150
210100,MA,201705,5055,7136,1073,138,103,4144
210100,MA,201706,5030,7099,1118,132,116,4136
210100,MA,201707,4899,6919,1127,121,148,4040
210100,MA,201708,5136,7091,1164,144,157,4157
210100,MA,201709,5086,7060,1218,136,145,4153
210100,MA,201710,5141,7077,1252,138,125,4177
210100,MA,201711,5184,7056,1302,151,83,4225
210100,MA,201712,5211,7055,1346,158,95,4237
210110,MA,201701,2073,3287,426,68,47,1777
210110,MA,201702,2085,3271,444,61,71,1778
210110,MA,201703,2078,3250,337,50,48,1722
210110,MA,201704,2068,3217,352,43,47,1715
210110,MA,201705,2058,3219,479,43,51,1770
210110,MA,201706,2055,3219,498,42,64,1772
210110,MA,201707,2072,3251,515,53,66,1776
210110,MA,201708,2127,3293,538,66,65,1861
210110,MA,201709,2159,3314,555,78,58,1900
210110,MA,201710,2200,3350,579,94,52,1947
210110,MA,201711,2209,3348,590,87,36,1973
210110,MA,201712,2242,3346,610,86,34,2001
210120,MA,201701,13449,20893,2664,406,82,7126
210120,MA,201702,13795,21374,2786,414,90,7125
210120,MA,201703,13536,21207,2678,351,60,6876
210120,MA,201704,13172,20444,2745,263,66,6515
210120,MA,201705,12975,20342,2995,256,83,6185
210120,MA,201706,12870,20042,3119,253,101,5802
210120,MA,201707,12362,19301,3136,189,112,5561
210120,MA,201708,13252,20378,3224,256,87,5579
210120,MA,201709,13233,20403,3347,275,83,5364
210120,MA,201710,13252,20310,3448,302,67,5276
210120,MA,201711,13202,20296,3536,353,122,5026
210120,MA,201712,13221,20265,3655,359,139,4951
210125,MA,201701,2958,4619,546,74,66,1485
210125,MA,201702,2964,4606,565,74,65,1486
210125,MA,201703,2947,4595,472,78,35,1457
210125,MA,201704,2925,4545,493,65,36,1449
210125,MA,201705,2912,4543,620,65,45,1393
210125,MA,201706,2898,4537,642,74,85,1246
210125,MA,201707,2843,4480,659,74,95,1126
210125,MA,201708,2898,4564,678,86,79,1058
210125,MA,201709,2859,4539,695,83,78,1030
210125,MA,201710,2871,4550,722,93,74,1022
210125,MA,201711,2902,4583,748,99,78,1012
210125,MA,201712,2909,4596,770,101,78,1001
210130,MA,201701,2918,3709,507,18,9,1942
210130,MA,201702,2918,3683,527,16,9,1938
210130,MA,201703,2903,3671,494,14,14,1922
210130,MA,201704,2887,3626,512,15,12,1917
210130,MA,201705,2843,3618,575,20,19,1916
210130,MA,201706,2856,3641,589,17,17,1913
210130,MA,201707,2789,3527,590,17,15,1882
210130,MA,201708,2917,3627,607,22,17,1947
210130,MA,201709,2922,3603,633,21,15,1942
210130,MA,201710,2913,3561,654,20,14,1942
210130,MA,201711,2940,3606,669,29,18,1966
210130,MA,201712,2937,3558,692,39,17,1977
210135,MA,201701,1083,1408,209,18,9,851
210135,MA,201702,1096,1407,214,21,9,861
210135,MA,201703,1085,1404,175,20,9,752
210135,MA,201704,1093,1419,179,23,11,759
210135,MA,201705,1089,1415,230,20,14,845
210135,MA,201706,1079,1402,238,23,17,869
210135,MA,201707,1060,1386,239,24,21,857
210135,MA,201708,1110,1412,248,22,23,860
210135,MA,201709,1090,1400,252,24,18,839
210135,MA,201710,1089,1397,270,24,18,841
210135,MA,201711,1094,1402,278,22,19,848
210135,MA,201712,1092,1393,283,23,17,844
210140,MA,201701,7691,15911,1920,232,132,2854
210140,MA,201702,7958,15901,1996,218,159,2817
210140,MA,201703,7624,15793,2061,184,138,2802
210140,MA,201704,7457,15539,2120,190,155,2723
210140,MA,201705,7434,15482,2162,186,197,2605
210140,MA,201706,7314,15268,2215,146,244,2473
210140,MA,201707,6873,14477,2167,116,258,2308
210140,MA,201708,7410,15287,2251,152,289,2350
210140,MA,201709,7181,14859,2306,207,272,2185
210140,MA,201710,7334,15052,2395,231,250,2142
210140,MA,201711,7416,15144,2465,267,265,2114
210140,MA,201712,7511,15256,2528,303,252,2109
210150,MA,201701,3294,3806,531,64,111,881
210150,MA,201702,3315,3815,550,57,108,877
210150,MA,201703,3302,3823,562,64,78,880
210150,MA,201704,3301,3840,576,76,104,845
210150,MA,201705,3292,3819,609,73,117,804
210150,MA,201706,3286,3815,624,72,128,733
210150,MA,201707,3211,3751,621,70,141,655
210150,MA,201708,3290,3771,630,75,99,663
210150,MA,201709,3297,3739,653,76,92,663
210150,MA,201710,3355,3783,663,72,80,653
210150,MA,201711,3411,3812,673,81,103,662
210150,MA,201712,3454,3828,693,88,115,666
210160,MA,201701,11919,20066,2209,365,220,1149
210160,MA,201702,12033,20066,2279,347,245,1114
210160,MA,201703,11975,20012,2326,263,250,1063
210160,MA,201704,11723,19578,2352,249,322,973
210160,MA,201705,11533,19306,2400,243,359,896
210160,MA,201706,11506,19204,2468,198,389,861
210160,MA,201707,10817,18179,2333,180,403,730
210160,MA,201708,11205,18617,2415,256,393,697
210160,MA,201709,11012,18356,2441,296,335,603
210160,MA,201710,11034,18348,2518,321,261,543
210160,MA,201711,10848,18107,2504,349,298,460
210160,MA,201712,10869,18123,2583,378,301,443
210170,MA,201701,10457,18241,2314,288,225,7337
210170,MA,201702,10562,18224,2414,260,214,7344
210170,MA,201703,10480,18152,2496,232,123,7334
210170,MA,201704,10428,18095,2569,248,142,7285
